speed_y	speed_x	thw	timestamp	distan	thw2	gun	a_y	a_z	brake	position_x	position_y	front	a_x	speed	steer	drive-status	distan	obs-thw	obs-speed	ttc
-0.787189	-4.323972	4.1427847878	1533173663.818621	18.2040698518	4.14275515642	20.523384	0.057480	0.000809	14.041352	470814.654273	4399222.291619	101.744479	-0.509309	4.395043	16.574469	1.000000	18.6335206096	0.72282464692	25.7787565614	3.41996014088
-0.796016	-4.325918	4.13203147106	1533173663.833621	18.1603515407	4.13200770521	19.519341	0.063950	-0.047349	14.071870	470814.589688	4399222.280086	101.863072	-0.517647	4.398546	16.702127	1.000000	18.561279988	0.720072578618	25.7769571279	3.41195889244
-0.799048	-4.325151	4.11383421111	1533173663.838621	18.0947448924	4.11380144538	19.519341	0.029599	-0.162613	14.071870	470814.568157	4399222.276213	101.902567	-0.524406	4.398341	16.702127	1.000000	18.561279988	0.720072578618	25.7769571279	3.39376163249
-0.804455	-4.325472	4.10904808129	1533173663.848621	18.0728683274	4.10901936147	18.164339	-0.007522	0.015489	14.038301	470814.525092	4399222.268425	101.981940	-0.589957	4.399642	16.872341	1.000000	18.4540874954	0.715698099398	25.7847373228	3.39334998189
-0.809949	-4.323968	4.09788468662	1533173663.858621	18.0291047905	4.09785723258	18.164339	0.047373	-0.026837	14.038301	470814.482040	4399222.260583	102.062351	-0.558576	4.399172	16.872341	1.000000	18.3826517857	0.712933786591	25.7845148195	3.38495090003
-0.816344	-4.321724	4.08837356502	1533173663.868621	17.9853444012	4.08834762569	17.254902	0.145098	-0.186673	14.026093	470814.439004	4399222.252681	102.142249	-0.527448	4.398149	17.106382	1.000000	18.2754504067	0.708505191394	25.7943775552	3.37986837363
-0.819797	-4.321604	4.09101587844	1533173663.878621	17.941588957	4.07934996222	17.254902	0.039414	-0.003578	14.026093	470814.394521	4399222.247716	102.215382	-0.666527	4.398673	17.106382	1.000000	18.2754504067	0.708505191394	25.7943775552	3.38251068705
-0.826580	-4.320767	4.0687246995	1533173663.888621	17.8968297287	4.06868838141	17.563135	-0.060689	-0.075161	14.021515	470814.351439	4399222.239733	102.296297	-0.575588	4.399121	17.340425	1.000000	18.1682300068	0.70419901976	25.7998513162	3.36452567974
-0.833303	-4.318720	4.05832047313	1533173663.898621	17.8530143546	4.05831400286	17.563135	0.011564	-0.217235	14.021515	470814.308185	4399222.231536	102.377014	-0.674866	4.398379	17.340425	1.000000	18.0609885549	0.700062774868	25.7990985998	3.35825769826
-0.838868	-4.317014	4.04899694013	1533173663.908621	17.808990505	4.0489895266	17.236591	-0.177696	0.122653	14.122225	470814.264952	4399222.223279	102.457984	-0.690085	4.397762	17.574469	1.000000	17.9894869881	0.697162416436	25.8038680284	3.35183452369
-0.845154	-4.315835	4.039556243	1533173663.918621	17.7649760718	4.0395492234	17.236591	-0.144207	-0.014304	14.122225	470814.221740	4399222.214965	102.539781	-0.614645	4.397808	17.574469	1.000000	17.9179787542	0.694327062961	25.8062514196	3.34522918004
-0.852118	-4.313567	4.02950638788	1533173663.928621	17.7209715317	4.02950095405	20.415045	0.157836	-0.201388	13.997101	470814.178544	4399222.206581	102.621918	-0.685906	4.396927	17.574469	1.000000	17.9179787542	0.694327062961	25.8062514196	3.33517932492
-0.858738	-4.311344	4.02030733294	1533173663.938621	17.6769694197	4.0203008646	20.415045	0.077340	-0.435071	13.997101	470814.135367	4399222.198131	102.703915	-0.672400	4.396034	17.808510	1.000000	17.8103925913	0.690367118867	25.7984369542	3.32994021407
-0.863569	-4.311113	4.02183224382	1533173663.948621	17.6329733308	4.01110940697	20.415045	0.008452	0.102856	13.997101	470814.090794	4399222.192595	102.782919	-0.696209	4.396754	17.808510	1.000000	17.7390917974	0.687537744191	25.8008988558	3.33429449963
-0.870868	-4.308977	4.00026091983	1533173663.958621	17.5880578589	4.00023696092	19.734493	-0.095400	-0.214027	14.094759	470814.047547	4399222.184088	102.865463	-0.809144	4.396100	18.063829	1.000000	17.6677888238	0.68472727033	25.8026656588	3.3155336495
-0.878728	-4.307951	3.99083012764	1533173663.968621	17.5439821052	3.99080596555	19.734493	-0.078776	-0.014185	14.094759	470814.004312	4399222.175506	102.947988	-0.723884	4.396658	18.063829	1.000000	17.5964850819	0.681881661848	25.8057754981	3.30894846579
-0.885888	-4.306653	3.98029840618	1533173663.978621	17.499903585	3.9802740138	18.971542	-0.063892	0.116857	14.094759	470813.961094	4399222.166849	103.030973	-0.788526	4.396824	18.170214	1.000000	17.5251673333	0.679019121134	25.8095343531	3.30127928505
-0.889536	-4.305462	3.97013054448	1533173663.983621	17.45582707	3.97009911472	18.971542	-0.001439	0.148347	14.094759	470813.939490	4399222.162494	103.073064	-0.770958	4.396394	18.170214	1.000000	17.4538242378	0.676350553287	25.8058844677	3.29377999119
-0.904541	-4.300850	3.96550030464	1533173664.003627	17.4337884937	3.9654745443	17.384604	-0.005868	0.281995	14.067292	470813.853081	4399222.144964	103.241234	-0.758916	4.394941	18.212767	1.000000	17.3111292463	0.670802563655	25.8065937494	3.29469774098
-0.911768	-4.304040	3.95623294914	1533173664.013631	17.3456192464	3.946724028	17.384604	-0.031064	0.481385	14.067292	470813.808480	4399222.138772	103.325239	-0.734960	4.399555	18.212767	1.000000	17.2381600257	0.666780839077	25.8528125217	3.28945211006
